# Results with current code
timestamp: 2026-07-21T12:14:00.175638+00:00 | iter: 110 | tokens_per_s: 44040.81 | samples_per_s: 43.01 | s_per_batch: 11.90 | learning_rate: 0.00006600 | step_cost: 7.22
timestamp: 2026-07-21T12:14:12.041392+00:00 | iter: 111 | tokens_per_s: 44183.53 | samples_per_s: 43.15 | s_per_batch: 11.87 | learning_rate: 0.00006660 | step_cost: 7.20
timestamp: 2026-07-21T12:14:23.868793+00:00 | iter: 112 | tokens_per_s: 44326.78 | samples_per_s: 43.29 | s_per_batch: 11.83 | learning_rate: 0.00006720 | step_cost: 7.21
timestamp: 2026-07-21T12:14:35.701528+00:00 | iter: 113 | tokens_per_s: 44308.46 | samples_per_s: 43.27 | s_per_batch: 11.83 | learning_rate: 0.00006780 | step_cost: 7.15
timestamp: 2026-07-21T12:14:47.559368+00:00 | iter: 114 | tokens_per_s: 44215.33 | samples_per_s: 43.18 | s_per_batch: 11.86 | learning_rate: 0.00006840 | step_cost: 7.18
timestamp: 2026-07-21T12:14:59.436397+00:00 | iter: 115 | tokens_per_s: 44143.80 | samples_per_s: 43.11 | s_per_batch: 11.88 | learning_rate: 0.00006900 | step_cost: 7.14
timestamp: 2026-07-21T12:15:11.281015+00:00 | iter: 116 | tokens_per_s: 44262.63 | samples_per_s: 43.23 | s_per_batch: 11.84 | learning_rate: 0.00006960 | step_cost: 7.11
timestamp: 2026-07-21T12:15:23.138102+00:00 | iter: 117 | tokens_per_s: 44217.71 | samples_per_s: 43.18 | s_per_batch: 11.86 | learning_rate: 0.00007020 | step_cost: 7.11
timestamp: 2026-07-21T12:15:35.019534+00:00 | iter: 118 | tokens_per_s: 44127.58 | samples_per_s: 43.09 | s_per_batch: 11.88 | learning_rate: 0.00007080 | step_cost: 7.08
timestamp: 2026-07-21T12:15:46.875192+00:00 | iter: 119 | tokens_per_s: 44221.66 | samples_per_s: 43.19 | s_per_batch: 11.86 | learning_rate: 0.00007140 | step_cost: 7.08
timestamp: 2026-07-21T12:15:58.708362+00:00 | iter: 120 | tokens_per_s: 44305.77 | samples_per_s: 43.27 | s_per_batch: 11.83 | learning_rate: 0.00007200 | step_cost: 7.07
timestamp: 2026-07-21T12:16:10.588095+00:00 | iter: 121 | tokens_per_s: 44134.69 | samples_per_s: 43.10 | s_per_batch: 11.88 | learning_rate: 0.00007260 | step_cost: 7.06
timestamp: 2026-07-21T12:16:22.452194+00:00 | iter: 122 | tokens_per_s: 44190.60 | samples_per_s: 43.15 | s_per_batch: 11.86 | learning_rate: 0.00007320 | step_cost: 7.04
timestamp: 2026-07-21T12:16:34.358260+00:00 | iter: 123 | tokens_per_s: 44036.89 | samples_per_s: 43.00 | s_per_batch: 11.91 | learning_rate: 0.00007380 | step_cost: 7.03
timestamp: 2026-07-21T12:16:46.237440+00:00 | iter: 124 | tokens_per_s: 44134.07 | samples_per_s: 43.10 | s_per_batch: 11.88 | learning_rate: 0.00007440 | step_cost: 7.00
timestamp: 2026-07-21T12:16:58.108990+00:00 | iter: 125 | tokens_per_s: 44163.02 | samples_per_s: 43.13 | s_per_batch: 11.87 | learning_rate: 0.00007500 | step_cost: 7.02
timestamp: 2026-07-21T12:17:09.988398+00:00 | iter: 126 | tokens_per_s: 44134.55 | samples_per_s: 43.10 | s_per_batch: 11.88 | learning_rate: 0.00007560 | step_cost: 6.96
timestamp: 2026-07-21T12:17:21.835634+00:00 | iter: 127 | tokens_per_s: 44252.81 | samples_per_s: 43.22 | s_per_batch: 11.85 | learning_rate: 0.00007620 | step_cost: 6.96
timestamp: 2026-07-21T12:17:33.695249+00:00 | iter: 128 | tokens_per_s: 44208.30 | samples_per_s: 43.17 | s_per_batch: 11.86 | learning_rate: 0.00007680 | step_cost: 6.94
timestamp: 2026-07-21T12:17:45.540000+00:00 | iter: 129 | tokens_per_s: 44262.78 | samples_per_s: 43.23 | s_per_batch: 11.84 | learning_rate: 0.00007740 | step_cost: 6.96
timestamp: 2026-07-21T12:17:57.428890+00:00 | iter: 130 | tokens_per_s: 44100.62 | samples_per_s: 43.07 | s_per_batch: 11.89 | learning_rate: 0.00007800 | step_cost: 6.95
timestamp: 2026-07-21T12:18:09.293289+00:00 | iter: 131 | tokens_per_s: 44189.11 | samples_per_s: 43.15 | s_per_batch: 11.86 | learning_rate: 0.00007860 | step_cost: 6.96
timestamp: 2026-07-21T12:18:21.168219+00:00 | iter: 132 | tokens_per_s: 44151.19 | samples_per_s: 43.12 | s_per_batch: 11.87 | learning_rate: 0.00007920 | step_cost: 6.94
timestamp: 2026-07-21T12:18:33.054678+00:00 | iter: 133 | tokens_per_s: 44108.46 | samples_per_s: 43.07 | s_per_batch: 11.89 | learning_rate: 0.00007980 | step_cost: 6.90
timestamp: 2026-07-21T12:18:44.927432+00:00 | iter: 134 | tokens_per_s: 44158.41 | samples_per_s: 43.12 | s_per_batch: 11.87 | learning_rate: 0.00008040 | step_cost: 6.90
timestamp: 2026-07-21T12:18:56.796242+00:00 | iter: 135 | tokens_per_s: 44173.48 | samples_per_s: 43.14 | s_per_batch: 11.87 | learning_rate: 0.00008100 | step_cost: 6.91
timestamp: 2026-07-21T12:19:08.672725+00:00 | iter: 136 | tokens_per_s: 44145.33 | samples_per_s: 43.11 | s_per_batch: 11.88 | learning_rate: 0.00008160 | step_cost: 6.91
timestamp: 2026-07-21T12:19:20.564482+00:00 | iter: 137 | tokens_per_s: 44088.91 | samples_per_s: 43.06 | s_per_batch: 11.89 | learning_rate: 0.00008220 | step_cost: 6.89
timestamp: 2026-07-21T12:19:32.409669+00:00 | iter: 138 | tokens_per_s: 44259.96 | samples_per_s: 43.22 | s_per_batch: 11.85 | learning_rate: 0.00008280 | step_cost: 6.90
timestamp: 2026-07-21T12:19:44.269440+00:00 | iter: 139 | tokens_per_s: 44207.80 | samples_per_s: 43.17 | s_per_batch: 11.86 | learning_rate: 0.00008340 | step_cost: 6.87
timestamp: 2026-07-21T12:19:56.109860+00:00 | iter: 140 | tokens_per_s: 44278.77 | samples_per_s: 43.24 | s_per_batch: 11.84 | learning_rate: 0.00008400 | step_cost: 6.83
